27.0097,-69.8084
-64.4535,97.4098
-74.3748,31.7455
77.7852,55.4784
-71.3435,-34.2494
-76.2059,89.7923
8.6415,-59.5238
98.2073,54.8144
14.1948,-39.3113
-44.7275,-69.2908
19.6593,91.8144
-57.8285,31.2142
-9.3493,-54.3517
33.6195,95.8639
32.0328,-41.7107
41.3879,-88.3274
-46.7551,-45.9927
58.6446,-71.4321
-21.0770,-38.4640
71.0970,63.7994
9.6336,-55.1030
-14.9146,28.3713
-55.8989,-92.2890
74.1250,-54.1741
32.3961,-3.7573
-13.0032,12.5523
21.5481,27.7738
40.0695,-25.3591
-95.8258,-57.1450
-23.4675,93.7780
-48.9138,-56.0086
-69.9944,30.7805
53.6166,-45.2732
36.1787,89.6000
-86.6390,31.2717
-72.8951,-69.8700
-92.3366,25.0039
-16.7401,92.7237
29.5726,-80.5974
-89.3376,39.9105
41.1191,33.0620
70.2267,-76.9434
-58.9109,-97.3050
0.6402,25.9794
-90.7917,15.3072
87.5846,79.7498
32.9939,-92.0498
2.4217,99.5167
-28.1308,-2.4975
-78.7685,61.5375
-25.4053,87.3831
0.3785,-79.0747
-27.0100,-93.2270
81.5298,31.4122
-28.9449,-92.8466
74.3791,-19.3458
-81.5482,15.9955
95.2931,41.2405
-99.5761,4.0076
-63.3678,-77.0385
2.1115,-33.8778
67.3135,68.7416
12.0179,81.3745
-15.6144,62.0662
-93.6337,-87.8153
19.0306,91.0346
-43.8594,60.3393
74.3521,-66.6680
7.8413,-87.9355
31.3146,-22.0400
95.4516,-77.7465
-36.0762,41.9933
-43.7054,49.5333
-37.9940,77.1951
28.0599,-74.8623
7.9660,-26.0539
33.3003,20.9340
18.2081,-33.8165
-84.4651,-62.0488
-80.3765,-97.4428
-16.3273,10.0775
-99.2886,-35.6738
-29.2745,33.9695
81.0138,16.4360
-95.4299,29.1338
-23.3598,23.9648
95.4237,-84.9365
-11.0622,-18.6214
-61.1171,77.7778
53.0018,49.5734
-6.0290,55.9983
-60.4007,-88.9930
-46.5904,4.6408
4.5808,-14.8055
-42.9790,59.6483
7.9386,41.8930
84.8583,8.5787
-38.4107,-68.4870
56.1532,39.8898
