-12.5199,12.5199,-47.0504,47.0504,39.3865
31.4102,-31.4102,-95.0137,95.0137,-68.1004
-70.7689,70.7689,71.1932,-71.1932,90.6142
92.0103,-92.0103,-75.7602,75.7602,-34.4252
-61.4776,61.4776,-94.3256,94.3256,8.1279
-15.3078,15.3078,-44.6137,44.6137,-56.0876
59.8164,-59.8164,-94.4880,94.4880,39.6988
-76.3704,76.3704,20.6630,-20.6630,97.4665
67.1642,-67.1642,-31.7489,31.7489,-48.3501
-61.2204,61.2204,-95.0449,95.0449,-92.4576
-63.3463,63.3463,25.6690,-25.6690,-58.5773
24.2777,-24.2777,17.2534,-17.2534,-43.0718
-32.4461,32.4461,-69.7714,69.7714,99.6193
-8.5010,8.5010,-56.9924,56.9924,26.9151
48.9462,-48.9462,15.6626,-15.6626,-76.9434
-89.8492,89.8492,-7.0394,7.0394,-31.9131
-21.2830,21.2830,-67.1945,67.1945,-12.3956
85.7577,-85.7577,80.8809,-80.8809,35.0342
-42.8499,42.8499,-20.5345,20.5345,2.0154
66.0971,-66.0971,-82.9625,82.9625,-0.0410
15.8303,-15.8303,8.4633,-8.4633,-28.1475
45.7321,-45.7321,71.4695,-71.4695,-38.5488
-71.9382,71.9382,-20.3799,20.3799,-98.4141
-51.6078,51.6078,-73.8898,73.8898,-68.2506
-3.5974,3.5974,-11.2643,11.2643,-60.0245
84.6094,-84.6094,18.4794,-18.4794,-6.4860
-78.8404,78.8404,13.4308,-13.4308,-65.4788
48.8087,-48.8087,39.8261,-39.8261,45.5668
50.3596,-50.3596,-52.8839,52.8839,8.9968
26.4031,-26.4031,-3.9533,3.9533,5.8913
-70.1021,70.1021,36.4023,-36.4023,28.9142
33.7815,-33.7815,31.8740,-31.8740,11.0957
-60.7340,60.7340,-9.5396,9.5396,4.9358
1.4439,-1.4439,27.4069,-27.4069,57.5444
-29.3219,29.3219,-3.2477,3.2477,-66.1038
12.5227,-12.5227,96.9167,-96.9167,83.1720
-69.3394,69.3394,-58.0835,58.0835,-55.4961
-1.2771,1.2771,-80.1617,80.1617,-55.7400
10.9052,-10.9052,-89.9429,89.9429,-69.0166
31.9804,-31.9804,-84.5978,84.5978,84.7290
-35.4388,35.4388,37.8595,-37.8595,-62.4830
-5.6735,5.6735,-96.1102,96.1102,10.2359
-42.7991,42.7991,30.4917,-30.4917,24.0312
-28.3523,28.3523,8.4526,-8.4526,58.7569
-25.7171,25.7171,-85.9017,85.9017,82.4531
-99.8004,99.8004,-90.7699,90.7699,-6.8761
-70.7771,70.7771,15.1466,-15.1466,-60.3454
-15.4138,15.4138,-78.8768,78.8768,21.4432
59.1775,-59.1775,83.3011,-83.3011,-73.0741
70.6637,-70.6637,48.1008,-48.1008,27.5007
-72.5971,72.5971,-63.2686,63.2686,-12.8304
-93.4635,93.4635,7.4642,-7.4642,66.0775
-49.3592,49.3592,-42.4355,42.4355,-76.8803
-24.9024,24.9024,35.4140,-35.4140,-11.3632
-89.5721,89.5721,93.6028,-93.6028,-43.0985
96.1556,-96.1556,36.8720,-36.8720,-92.5691
3.8162,-3.8162,-65.6227,65.6227,-43.5081
18.3063,-18.3063,-58.5967,58.5967,20.0528
59.3320,-59.3320,-44.1978,44.1978,-69.4698
-59.8170,59.8170,-89.4995,89.4995,89.8517
-49.7418,49.7418,55.4025,-55.4025,13.0929
-28.3986,28.3986,12.7659,-12.7659,82.4560
18.5226,-18.5226,15.1609,-15.1609,54.9725
35.9383,-35.9383,-97.7323,97.7323,-60.6792
20.9134,-20.9134,-39.6105,39.6105,-75.5676
43.6565,-43.6565,34.0795,-34.0795,87.4540
26.8333,-26.8333,31.7462,-31.7462,84.1873
-1.4862,1.4862,-50.4062,50.4062,-18.5128
9.0506,-9.0506,80.0226,-80.0226,-14.5062
45.9054,-45.9054,-32.0994,32.0994,48.4860
23.0966,-23.0966,-0.6408,0.6408,10.4120
-59.3464,59.3464,-55.3925,55.3925,72.0955
14.5114,-14.5114,60.2754,-60.2754,-99.8586
-61.8002,61.8002,99.8091,-99.8091,-81.7487
84.3838,-84.3838,96.2670,-96.2670,-75.7844
-39.5116,39.5116,34.7698,-34.7698,-84.3729
-67.0335,67.0335,59.7509,-59.7509,29.6917
-74.2090,74.2090,-16.5617,16.5617,43.2574
45.3910,-45.3910,-10.7653,10.7653,-96.1580
-0.0574,0.0574,10.7721,-10.7721,-49.4997
92.5627,-92.5627,36.0630,-36.0630,-69.8022
-88.9580,88.9580,70.4352,-70.4352,12.7631
64.9247,-64.9247,44.9157,-44.9157,-30.1700
37.6711,-37.6711,-75.0650,75.0650,23.0326
-94.3765,94.3765,34.3763,-34.3763,-16.8055
60.0478,-60.0478,91.8391,-91.8391,84.1579
8.7500,-8.7500,-23.9538,23.9538,32.5372
1.8518,-1.8518,-27.4786,27.4786,37.4723
-18.2344,18.2344,-39.7672,39.7672,18.8275
39.8698,-39.8698,-23.5000,23.5000,37.7752
-33.7910,33.7910,-82.8767,82.8767,82.4319
-74.1330,74.1330,88.3342,-88.3342,-78.6534
-19.7026,19.7026,1.9649,-1.9649,39.0098
38.4680,-38.4680,-35.0835,35.0835,-96.7795
-6.5413,6.5413,-60.8198,60.8198,-42.5411
42.2024,-42.2024,-71.6468,71.6468,92.2478
83.0059,-83.0059,-9.7993,9.7993,19.6833
0.9015,-0.9015,-34.4182,34.4182,10.4187
-25.6051,25.6051,-44.5167,44.5167,15.2850
-62.9849,62.9849,16.1272,-16.1272,-74.4931
19.5546,-19.5546,32.9851,-32.9851,97.1873
84.0207,-84.0207,35.9211,-35.9211,0.3280
71.2107,-71.2107,20.2241,-20.2241,-67.1327
52.8352,-52.8352,-58.8852,58.8852,-38.0828
26.6025,-26.6025,-63.5617,63.5617,98.2180
-89.9176,89.9176,42.3613,-42.3613,-12.1151
8.5475,-8.5475,-2.9352,2.9352,-69.3972
96.4524,-96.4524,82.6195,-82.6195,-81.0792
38.7065,-38.7065,71.7568,-71.7568,49.2586
62.2827,-62.2827,-47.7907,47.7907,74.1248
-40.8097,40.8097,-25.1560,25.1560,-22.3902
-51.8451,51.8451,29.4265,-29.4265,-1.9029
16.3458,-16.3458,27.6298,-27.6298,28.2102
-40.7589,40.7589,-69.0902,69.0902,-81.9356
-20.8339,20.8339,-75.3589,75.3589,-20.4747
53.2160,-53.2160,28.2607,-28.2607,36.5661
64.3627,-64.3627,60.0709,-60.0709,51.5733
82.4477,-82.4477,-12.9587,12.9587,-84.4631
40.7610,-40.7610,80.7442,-80.7442,-77.9218
-84.5815,84.5815,-45.5868,45.5868,54.9607
29.7170,-29.7170,-83.2139,83.2139,87.1208
67.2728,-67.2728,-31.3229,31.3229,54.8442
-10.2894,10.2894,-51.0222,51.0222,-35.3239
5.5439,-5.5439,-75.5625,75.5625,-33.3301
42.3212,-42.3212,-32.5636,32.5636,-2.1018
-28.0884,28.0884,61.5056,-61.5056,-94.5032
93.9457,-93.9457,11.0933,-11.0933,-68.9982
-94.9003,94.9003,75.8281,-75.8281,-38.7975
-32.1616,32.1616,38.8578,-38.8578,-5.6809
4.5444,-4.5444,15.9883,-15.9883,74.2154
46.5014,-46.5014,34.3894,-34.3894,-55.9313
73.9981,-73.9981,-87.4355,87.4355,-81.0147
-49.5111,49.5111,-67.3039,67.3039,-13.9862
-68.2205,68.2205,39.5224,-39.5224,-84.5307
-66.0145,66.0145,42.6788,-42.6788,-38.8678
-57.9401,57.9401,-53.0308,53.0308,45.8355
-3.6518,3.6518,90.4113,-90.4113,88.7064
-29.5994,29.5994,92.5413,-92.5413,69.4923
71.9457,-71.9457,40.0711,-40.0711,-74.4570
-81.1247,81.1247,30.2245,-30.2245,81.1168
-89.8791,89.8791,-86.2039,86.2039,45.6037
-83.2955,83.2955,3.6830,-3.6830,74.5345
-20.6480,20.6480,-18.0544,18.0544,-1.2930
-62.4415,62.4415,-84.7277,84.7277,38.9366
-30.8017,30.8017,-33.9457,33.9457,-46.3878
24.9694,-24.9694,-44.0716,44.0716,-6.0015
-25.1745,25.1745,-16.6684,16.6684,94.8940
-83.9100,83.9100,28.8954,-28.8954,-16.8220
20.8936,-20.8936,-48.8723,48.8723,-75.6780
69.9159,-69.9159,-18.3305,18.3305,13.5946
-23.9789,23.9789,-37.9968,37.9968,-18.3071
-60.0201,60.0201,58.0419,-58.0419,-24.6545
71.4507,-71.4507,83.4061,-83.4061,-56.8464
79.7964,-79.7964,39.0735,-39.0735,89.5822
10.6833,-10.6833,-23.3392,23.3392,35.2105
-39.8509,39.8509,91.9309,-91.9309,82.7703
-10.3310,10.3310,-57.0393,57.0393,-30.6461
60.9166,-60.9166,60.1470,-60.1470,-18.2638
6.1413,-6.1413,9.3295,-9.3295,-88.7853
-46.3651,46.3651,21.5396,-21.5396,44.8366
80.5432,-80.5432,72.6545,-72.6545,83.3167
-1.6079,1.6079,60.8516,-60.8516,31.7591
98.0664,-98.0664,-69.7148,69.7148,74.2963
52.9420,-52.9420,49.7244,-49.7244,36.1289
59.1742,-59.1742,-94.9894,94.9894,-26.7719
-3.9256,3.9256,43.7533,-43.7533,65.9665
34.3823,-34.3823,-61.6674,61.6674,66.7101
-7.9080,7.9080,79.8378,-79.8378,66.0539
37.2962,-37.2962,9.1159,-9.1159,28.5109
-15.0307,15.0307,12.5705,-12.5705,37.8386
14.0950,-14.0950,-67.3870,67.3870,-2.9157
-69.8724,69.8724,41.8203,-41.8203,-85.0807
-1.5424,1.5424,-44.6135,44.6135,-78.2003
69.6461,-69.6461,61.2914,-61.2914,-55.1765
-91.1487,91.1487,-56.5057,56.5057,-92.7012
35.3823,-35.3823,43.8039,-43.8039,-46.0502
-29.0635,29.0635,29.1181,-29.1181,90.6674
96.9090,-96.9090,-80.8676,80.8676,-46.5093
93.3028,-93.3028,-7.0235,7.0235,27.9943
-4.9858,4.9858,6.0182,-6.0182,-83.7278
-78.0576,78.0576,13.3604,-13.3604,-95.6734
-60.4722,60.4722,97.2323,-97.2323,-6.4881
-9.9786,9.9786,42.3267,-42.3267,-51.7729
90.4092,-90.4092,65.1985,-65.1985,-37.4485
94.3298,-94.3298,-65.1681,65.1681,22.9838
-93.1603,93.1603,-54.6341,54.6341,25.7690
77.2904,-77.2904,20.5445,-20.5445,60.6948
-19.1777,19.1777,61.3470,-61.3470,35.9195
-53.7418,53.7418,82.4110,-82.4110,-71.4094
-27.2734,27.2734,-71.4573,71.4573,15.9406
-14.1522,14.1522,21.2932,-21.2932,-42.4094
60.9994,-60.9994,-52.8686,52.8686,-90.4940
-51.1623,51.1623,78.1510,-78.1510,-45.3789
-34.2716,34.2716,-44.9626,44.9626,75.1054
37.1661,-37.1661,33.1100,-33.1100,-37.2982
-79.0586,79.0586,-56.4373,56.4373,95.6094
-55.4138,55.4138,96.4497,-96.4497,84.1192
-4.5015,4.5015,3.8374,-3.8374,2.2919
-54.5084,54.5084,-91.2181,91.2181,-10.7960
2.3298,-2.3298,22.2857,-22.2857,40.5375
-75.1307,75.1307,-43.3066,43.3066,63.6111
75.8761,-75.8761,30.9237,-30.9237,73.6880
67.3836,-67.3836,-62.9466,62.9466,53.7242
-95.7546,95.7546,67.4714,-67.4714,54.9652
18.5249,-18.5249,22.4155,-22.4155,72.3447
-70.5595,70.5595,96.1461,-96.1461,-75.7880
37.4066,-37.4066,-8.5844,8.5844,-96.1983
-37.8553,37.8553,41.1682,-41.1682,59.0855
42.6840,-42.6840,-56.9200,56.9200,43.1088
53.5661,-53.5661,57.2362,-57.2362,49.6571
-96.2042,96.2042,-89.2128,89.2128,97.4276
-78.7455,78.7455,95.3914,-95.3914,23.7364
-97.2726,97.2726,96.9227,-96.9227,-94.4130
46.7890,-46.7890,57.7855,-57.7855,13.9778
-66.3122,66.3122,57.3215,-57.3215,44.9999
-43.1642,43.1642,43.8542,-43.8542,-18.3728
20.2883,-20.2883,-47.9896,47.9896,-2.7277
-8.8307,8.8307,53.5479,-53.5479,12.1661
26.6504,-26.6504,27.6101,-27.6101,-47.8710
35.0353,-35.0353,-67.3074,67.3074,91.9938
-37.2313,37.2313,8.2694,-8.2694,-72.4359
82.9305,-82.9305,83.9850,-83.9850,79.9438
44.3011,-44.3011,-23.4396,23.4396,54.8624
30.6187,-30.6187,83.8754,-83.8754,21.1886
-13.4107,13.4107,14.4419,-14.4419,66.8053
17.3310,-17.3310,18.5368,-18.5368,98.7469
20.2341,-20.2341,94.4736,-94.4736,-63.1118
38.0930,-38.0930,-45.9759,45.9759,-78.7363
-60.0220,60.0220,0.8594,-0.8594,-31.0680
-67.9215,67.9215,-49.2474,49.2474,17.2528
61.7195,-61.7195,-15.1719,15.1719,-49.1209
-59.4363,59.4363,81.4482,-81.4482,8.5752
83.8622,-83.8622,-51.4216,51.4216,52.3819
-57.6656,57.6656,53.4087,-53.4087,-68.4928
38.2467,-38.2467,-9.0444,9.0444,59.5745
-78.8447,78.8447,36.5079,-36.5079,-28.5844
-17.2649,17.2649,-27.8026,27.8026,59.4791
-86.8597,86.8597,-46.5677,46.5677,-77.6303
75.9387,-75.9387,-17.6837,17.6837,5.5270
7.0308,-7.0308,-47.2694,47.2694,-83.3506
-16.0548,16.0548,99.5958,-99.5958,84.5441
18.9752,-18.9752,-70.9753,70.9753,56.8683
-30.0983,30.0983,9.6408,-9.6408,-70.8001
26.3552,-26.3552,-45.8731,45.8731,89.3384
-52.7619,52.7619,33.2344,-33.2344,74.9450
13.5426,-13.5426,80.0755,-80.0755,-76.4092
95.9202,-95.9202,73.0860,-73.0860,60.6668
63.6647,-63.6647,-31.6143,31.6143,-95.4690
92.9837,-92.9837,51.9632,-51.9632,-99.3102
90.4417,-90.4417,-23.0038,23.0038,73.9077
92.2347,-92.2347,-40.9453,40.9453,37.2145
-23.9829,23.9829,-29.4107,29.4107,-41.5585
24.9556,-24.9556,95.5088,-95.5088,-60.0795
-28.4124,28.4124,-60.1926,60.1926,-51.3874
71.1868,-71.1868,82.8170,-82.8170,-56.0737
49.2173,-49.2173,3.7422,-3.7422,-3.3361
-42.5612,42.5612,-35.4364,35.4364,-94.4320
