66.4022,-66.4022,-80.2843,80.2843
-66.8517,66.8517,10.5378,-10.5378
-70.3487,70.3487,-86.5134,86.5134
-76.3108,76.3108,28.3591,-28.3591
-75.3326,75.3326,96.7392,-96.7392
-40.7540,40.7540,50.8565,-50.8565
43.9043,-43.9043,92.5377,-92.5377
68.8619,-68.8619,59.2093,-59.2093
28.5092,-28.5092,-79.2596,79.2596
27.0280,-27.0280,-3.5267,3.5267
53.5205,-53.5205,31.1679,-31.1679
48.4421,-48.4421,-76.4546,76.4546
55.3359,-55.3359,-41.6522,41.6522
-69.0808,69.0808,-64.8328,64.8328
8.9608,-8.9608,-47.7066,47.7066
-14.7886,14.7886,-47.6799,47.6799
-71.2809,71.2809,-7.4650,7.4650
26.1079,-26.1079,-21.6544,21.6544
-72.6575,72.6575,-15.2072,15.2072
-18.0603,18.0603,92.3836,-92.3836
31.6120,-31.6120,-99.6926,99.6926
-0.1035,0.1035,-32.6681,32.6681
66.9802,-66.9802,77.8751,-77.8751
43.2347,-43.2347,-49.6238,49.6238
98.7287,-98.7287,-44.0183,44.0183
-70.8542,70.8542,-84.8012,84.8012
-63.4768,63.4768,-56.3090,56.3090
20.9092,-20.9092,86.8937,-86.8937
81.0661,-81.0661,-64.3728,64.3728
59.5595,-59.5595,-19.5450,19.5450
-33.9960,33.9960,-60.9758,60.9758
-21.3105,21.3105,-40.4617,40.4617
-55.0083,55.0083,39.8154,-39.8154
31.3914,-31.3914,-77.7411,77.7411
49.7754,-49.7754,-97.3147,97.3147
90.7766,-90.7766,47.7115,-47.7115
-35.0401,35.0401,-41.0895,41.0895
85.7669,-85.7669,28.1305,-28.1305
29.4894,-29.4894,73.2912,-73.2912
58.4218,-58.4218,-56.9321,56.9321
-20.6317,20.6317,38.2056,-38.2056
39.7560,-39.7560,46.5624,-46.5624
86.5517,-86.5517,-70.6870,70.6870
55.8472,-55.8472,86.4174,-86.4174
-2.8306,2.8306,-91.8330,91.8330
-94.5275,94.5275,56.7471,-56.7471
98.2051,-98.2051,-63.1865,63.1865
-54.0160,54.0160,0.3320,-0.3320
97.2363,-97.2363,-76.9612,76.9612
16.1530,-16.1530,-94.7941,94.7941
-44.5150,44.5150,-14.2085,14.2085
81.0902,-81.0902,46.5718,-46.5718
15.2596,-15.2596,61.8538,-61.8538
-31.4618,31.4618,-40.0622,40.0622
60.5753,-60.5753,88.1628,-88.1628
52.2519,-52.2519,-8.5656,8.5656
-74.1896,74.1896,-80.5366,80.5366
37.3021,-37.3021,-94.3472,94.3472
61.7439,-61.7439,-52.2616,52.2616
-57.1175,57.1175,69.1290,-69.1290
-5.2559,5.2559,98.8362,-98.8362
54.7585,-54.7585,-86.3542,86.3542
-54.2400,54.2400,47.9334,-47.9334
43.9894,-43.9894,13.0653,-13.0653
7.0972,-7.0972,79.4804,-79.4804
-97.4582,97.4582,38.7128,-38.7128
88.8132,-88.8132,-57.3261,57.3261
34.9355,-34.9355,37.4961,-37.4961
35.6386,-35.6386,-30.2471,30.2471
-86.7966,86.7966,-23.3341,23.3341
-93.1807,93.1807,-20.7185,20.7185
-98.0362,98.0362,85.9378,-85.9378
77.0444,-77.0444,-22.6222,22.6222
94.1233,-94.1233,-40.1619,40.1619
55.1243,-55.1243,37.6455,-37.6455
-54.2718,54.2718,-36.0038,36.0038
-84.3328,84.3328,73.9326,-73.9326
2.2801,-2.2801,2.7911,-2.7911
-83.7618,83.7618,41.9988,-41.9988
-32.4786,32.4786,71.2033,-71.2033
-26.1708,26.1708,75.8067,-75.8067
92.7710,-92.7710,-40.6511,40.6511
-25.8238,25.8238,54.4369,-54.4369
-69.1214,69.1214,-6.1767,6.1767
65.4864,-65.4864,-13.6520,13.6520
-74.0558,74.0558,33.6737,-33.6737
71.8476,-71.8476,30.3374,-30.3374
9.3107,-9.3107,-51.0979,51.0979
-70.7675,70.7675,-88.5012,88.5012
-13.6499,13.6499,2.1201,-2.1201
25.1910,-25.1910,53.7494,-53.7494
-36.5435,36.5435,94.4587,-94.4587
-25.7908,25.7908,-7.6709,7.6709
-62.0724,62.0724,-18.7113,18.7113
-86.6869,86.6869,20.9149,-20.9149
-8.7080,8.7080,-42.4985,42.4985
-55.9140,55.9140,50.9629,-50.9629
36.0680,-36.0680,52.7865,-52.7865
2.4043,-2.4043,59.2171,-59.2171
95.0888,-95.0888,14.4470,-14.4470
88.5859,-88.5859,18.4913,-18.4913
69.2818,-69.2818,41.6987,-41.6987
68.2983,-68.2983,-59.3036,59.3036
-45.1686,45.1686,87.5025,-87.5025
-45.3634,45.3634,-43.7691,43.7691
62.6765,-62.6765,-44.1271,44.1271
-80.7268,80.7268,-43.1315,43.1315
-74.1577,74.1577,44.3966,-44.3966
-96.2852,96.2852,17.1853,-17.1853
-47.9069,47.9069,48.0760,-48.0760
75.9114,-75.9114,40.3286,-40.3286
-84.5343,84.5343,-26.0656,26.0656
-62.4762,62.4762,-41.3654,41.3654
-57.4993,57.4993,12.2643,-12.2643
47.3014,-47.3014,16.3876,-16.3876
-95.1122,95.1122,57.8719,-57.8719
-36.7024,36.7024,49.2256,-49.2256
19.0487,-19.0487,37.8435,-37.8435
-1.6879,1.6879,48.3256,-48.3256
-96.4501,96.4501,-16.5484,16.5484
-82.4088,82.4088,6.3359,-6.3359
-63.7945,63.7945,19.8803,-19.8803
63.9670,-63.9670,-16.0209,16.0209
8.4741,-8.4741,44.1896,-44.1896
-86.3011,86.3011,91.3574,-91.3574
-62.7087,62.7087,11.6469,-11.6469
-87.2302,87.2302,-7.0610,7.0610
-38.4720,38.4720,-41.7944,41.7944
49.3468,-49.3468,-2.0595,2.0595
-1.8220,1.8220,-62.1527,62.1527
-21.6417,21.6417,-14.4159,14.4159
-9.6999,9.6999,52.5236,-52.5236
-8.1268,8.1268,-22.0886,22.0886
-69.7976,69.7976,-6.6406,6.6406
-41.2801,41.2801,-33.2066,33.2066
-40.7895,40.7895,-79.3610,79.3610
-30.3699,30.3699,15.5795,-15.5795
-7.7741,7.7741,-56.6374,56.6374
-59.8217,59.8217,19.6464,-19.6464
78.6175,-78.6175,-54.2077,54.2077
31.9874,-31.9874,-86.2480,86.2480
-97.0389,97.0389,-31.2676,31.2676
58.3191,-58.3191,13.3701,-13.3701
-73.9995,73.9995,99.8601,-99.8601
-5.6826,5.6826,72.9887,-72.9887
-74.8797,74.8797,-58.2318,58.2318
-52.9875,52.9875,-59.9501,59.9501
8.3947,-8.3947,73.9427,-73.9427
58.7253,-58.7253,-85.6287,85.6287
98.3931,-98.3931,91.8830,-91.8830
86.5978,-86.5978,42.5489,-42.5489
64.7869,-64.7869,-45.9454,45.9454
-9.8655,9.8655,25.4593,-25.4593
50.2534,-50.2534,-77.7819,77.7819
-37.9036,37.9036,-16.0094,16.0094
18.1322,-18.1322,-47.6225,47.6225
26.7099,-26.7099,66.3318,-66.3318
-94.6664,94.6664,-20.7020,20.7020
-73.2993,73.2993,-40.4659,40.4659
38.5145,-38.5145,-73.8244,73.8244
-56.1111,56.1111,-95.1687,95.1687
91.9963,-91.9963,-58.6621,58.6621
-3.1028,3.1028,-50.4542,50.4542
45.8870,-45.8870,-95.5872,95.5872
-5.3423,5.3423,-93.6711,93.6711
-64.0127,64.0127,17.3488,-17.3488
-43.1919,43.1919,-71.1944,71.1944
-10.9145,10.9145,-76.7699,76.7699
45.6388,-45.6388,-11.8386,11.8386
70.3744,-70.3744,-13.3108,13.3108
70.8665,-70.8665,-32.3900,32.3900
-69.4190,69.4190,1.7286,-1.7286
13.0218,-13.0218,25.5897,-25.5897
3.5228,-3.5228,66.1231,-66.1231
-53.1989,53.1989,17.1675,-17.1675
-92.6533,92.6533,-23.1591,23.1591
-68.1280,68.1280,-60.3002,60.3002
6.4535,-6.4535,-65.9699,65.9699
-41.7131,41.7131,-60.5665,60.5665
8.4831,-8.4831,-58.5610,58.5610
6.3623,-6.3623,90.2403,-90.2403
82.3884,-82.3884,75.5982,-75.5982
-73.0982,73.0982,-50.0722,50.0722
11.4365,-11.4365,-6.3300,6.3300
-54.0840,54.0840,7.5790,-7.5790
-81.2403,81.2403,-22.8401,22.8401
-18.1645,18.1645,-19.2511,19.2511
49.8097,-49.8097,47.2296,-47.2296
94.3437,-94.3437,26.1591,-26.1591
50.8970,-50.8970,-24.2612,24.2612
57.7482,-57.7482,-11.7122,11.7122
-53.4544,53.4544,-89.8699,89.8699
54.7919,-54.7919,-67.9963,67.9963
46.9234,-46.9234,-13.1981,13.1981
17.1509,-17.1509,31.8388,-31.8388
63.3657,-63.3657,-27.7031,27.7031
-53.1738,53.1738,-9.3434,9.3434
26.6938,-26.6938,47.8631,-47.8631
56.2424,-56.2424,-44.6787,44.6787
-61.0939,61.0939,-71.4309,71.4309
-58.8427,58.8427,82.8270,-82.8270
81.0967,-81.0967,-10.0686,10.0686
98.3418,-98.3418,-68.3173,68.3173
51.7870,-51.7870,11.8018,-11.8018
91.8088,-91.8088,8.6005,-8.6005
-11.0758,11.0758,-39.5632,39.5632
-67.2870,67.2870,62.8506,-62.8506
-48.2398,48.2398,-9.3496,9.3496
91.7447,-91.7447,53.7576,-53.7576
-84.2133,84.2133,40.4969,-40.4969
-46.7071,46.7071,-45.7372,45.7372
-63.6641,63.6641,-4.7191,4.7191
-43.7632,43.7632,37.1292,-37.1292
76.5477,-76.5477,-39.2394,39.2394
99.0082,-99.0082,43.7809,-43.7809
-59.2414,59.2414,31.1585,-31.1585
-18.6327,18.6327,82.4509,-82.4509
-79.2210,79.2210,27.8645,-27.8645
34.4531,-34.4531,78.8206,-78.8206
92.7130,-92.7130,-70.1038,70.1038
-33.5792,33.5792,-48.0423,48.0423
80.6016,-80.6016,0.3224,-0.3224
-1.6143,1.6143,-46.3992,46.3992
-55.0575,55.0575,57.1756,-57.1756
85.1395,-85.1395,-96.5049,96.5049
59.7170,-59.7170,67.2082,-67.2082
52.9984,-52.9984,-91.2109,91.2109
63.6391,-63.6391,45.4766,-45.4766
