-10.6566,20.1701,8.2285
-18.8133,23.7640,4.8534
-6.4564,11.7675,10.7836
-14.7897,18.3603,7.8229
-9.8593,16.1220,7.9335
-3.9666,19.0288,8.9897
-15.1246,25.0150,18.0492
-8.6492,23.2740,16.5063
-10.7485,14.0636,8.5822
-14.4972,16.4557,11.3829
-9.5067,22.7432,-0.5706
-7.4130,19.1436,5.5845
-8.7125,21.3210,10.5567
-11.1508,21.6830,5.6067
-9.3059,15.5641,20.5790
-15.5415,18.6770,14.5979
-2.2593,21.7435,10.8360
-11.2057,23.3894,12.5229
-9.4198,28.0171,3.7365
-4.9081,19.3905,10.3034
-15.0732,17.4636,7.4554
-7.4403,19.7708,9.6166
-20.3430,23.1428,13.4344
-3.7625,21.5862,17.5935
-25.9950,23.3107,9.5828
-11.3257,22.6425,11.7192
-12.0968,16.3209,0.7437
-15.9472,25.0616,4.7424
-9.3924,16.9718,3.5607
-7.7828,13.2008,15.4684
-14.9609,23.2855,7.2520
-6.3394,31.7593,5.3285
-12.5894,20.1398,8.4969
-2.3090,13.2384,4.8174
-10.1566,23.3138,8.7727
-3.8728,24.1959,7.1026
-11.9904,22.9830,13.0836
-8.4541,23.3578,14.8346
-12.6219,23.6087,10.4230
-15.9977,25.5243,16.8340
-9.5343,12.8146,8.7537
-13.3278,16.5787,18.9134
-10.9586,20.5071,15.2909
-4.2264,22.2041,14.5622
-18.2171,15.4050,8.8656
-17.0843,21.7333,4.6569
-16.4855,24.0458,8.2155
-18.2871,15.6940,12.2292
-4.4115,31.2058,4.9980
-14.4439,17.8933,7.9757
-5.8015,25.1222,12.8517
-15.8369,15.7639,15.8827
-12.8420,22.3292,10.8450
-16.4051,18.5868,5.2224
-14.5609,15.3702,10.1928
-1.5153,17.8853,16.9783
-5.9852,15.7363,6.5352
-15.2358,27.2820,8.6610
-10.2449,20.2146,19.9323
-15.5116,28.9716,4.9049
-24.3798,8.7804,-2.8193
-7.6315,21.3433,16.0315
-18.7320,25.5527,7.9246
-6.8788,19.1355,4.8160
-9.2230,15.1253,8.1521
-1.7251,31.0175,2.5442
-5.1837,17.1725,7.3813
-10.8662,12.7866,8.1878
-13.3830,13.8725,17.9735
-5.7612,17.0928,8.4309
-8.2464,20.6005,21.7201
-10.2049,11.6540,9.7672
-9.2415,23.2494,5.8822
-9.3222,30.2829,2.6736
-7.2294,18.0738,-2.6627
-18.8912,28.4665,17.2604
-10.7679,22.9526,10.1110
-10.2802,16.4690,12.1689
-15.4319,11.2725,9.8627
-5.6504,16.4849,13.0203
-16.0131,27.2054,11.6065
-17.2507,29.1317,13.2285
-20.0942,17.1300,13.5804
-21.1422,19.1225,13.9220
-14.2431,22.1201,5.2154
-9.9734,22.1518,9.9600
-4.4864,22.9277,6.4032
-11.3119,24.8951,8.8414
-10.7945,17.9727,9.1020
-12.4082,32.8551,14.0500
-11.6251,19.0906,-0.0376
-9.6354,24.4251,4.1995
-10.0882,30.3321,4.9098
-7.8905,17.2323,13.9612
-5.3202,18.6734,14.1116
-8.9059,26.0130,10.5478
-12.5432,19.8204,8.9446
-14.3724,22.6072,7.4134
-9.9259,26.0738,10.0869
-9.2931,25.7063,12.8459
-7.3613,17.7425,19.3174
-14.5624,24.9022,6.9435
-8.7180,19.6517,13.9373
-9.6520,24.0621,21.6049
-5.4190,21.7133,17.9066
-7.9303,24.1056,14.2544
-10.4040,18.1663,4.2248
-14.1319,12.0641,10.1064
-15.4317,21.2128,13.8815
-4.2736,16.6942,4.8918
-8.0095,22.4805,16.5467
-3.3506,12.9681,7.2272
-10.1895,21.8221,9.1581
-10.8013,18.9725,4.1854
-13.2810,21.4404,11.0825
-7.3059,14.2010,10.8322
-10.5148,15.1682,1.7053
