3.7169,1.1325,41.9186,29.4400
-1.0359,10.2516,40.6130,33.0181
43.5105,-50.7927,25.2709,-23.4141
4.9588,11.9615,40.8470,28.8757
44.7755,-35.6236,30.8445,-31.4618
33.8051,-24.6776,31.1336,-37.0494
36.2228,-32.8004,31.3367,-24.3419
-2.2204,11.0884,48.5580,32.2241
3.3929,1.5448,47.0194,26.5770
10.0198,10.1808,41.9565,34.0406
2.1997,2.6290,51.1680,26.3610
41.1820,-35.7453,30.2708,-26.3196
0.3936,-0.0866,41.5538,34.8809
3.6685,1.1834,36.2068,24.2038
6.0650,0.3833,40.4656,28.8311
27.2728,-38.3046,37.5500,-35.6677
9.1084,0.7118,39.2778,25.9261
32.5719,-42.6292,31.7436,-28.8597
28.1725,-40.3060,29.7725,-32.0663
-2.3330,1.1075,36.5723,28.6145
4.6414,4.1632,36.9547,33.8108
28.0052,-37.1484,32.5313,-38.5368
-2.0980,1.6244,42.3767,27.1193
36.5564,-51.8983,26.9126,-31.8910
40.8733,-38.7867,41.2981,-25.4498
36.4087,-41.4077,36.6948,-31.6971
0.8220,2.3373,38.9320,37.4261
1.7475,5.1490,37.4526,35.2160
24.2764,-33.8289,25.2740,-38.8756
6.4612,7.6462,39.9392,36.5703
40.4329,-27.5883,29.7417,-32.1331
-1.0656,3.2920,37.6939,40.0643
40.8825,-40.1880,40.8099,-31.5651
4.5554,8.8507,48.5018,22.3350
37.1318,-38.4443,23.2684,-38.0445
2.9162,7.7822,45.1435,19.0758
36.0600,-36.7663,31.8943,-34.1914
36.1206,-48.5982,35.3283,-34.5989
7.8969,5.5351,45.8948,29.6511
38.5042,-45.0190,27.1488,-33.5107
34.2431,-36.6406,27.9958,-34.8998
4.4495,5.1682,41.7636,36.1242
-5.7214,1.4787,48.5758,32.9550
13.7576,9.2141,48.4432,29.7678
30.0795,-39.2875,32.6940,-35.0380
4.4049,-2.8546,44.9098,29.1665
38.3889,-46.6097,30.8414,-42.8363
6.9784,2.6953,37.9435,18.8546
3.3443,-2.8791,39.7805,36.2385
38.6963,-34.1226,30.2861,-22.8220
0.5359,0.5034,34.4276,38.1227
6.3459,1.7009,39.6562,27.2132
36.2956,-43.8939,30.5220,-36.6956
31.8723,-32.4131,37.2324,-31.5436
-5.9402,-2.6327,50.4024,26.3302
35.9289,-44.1268,27.0506,-37.9093
2.4338,9.7865,34.4987,27.2482
43.5926,-48.2500,41.5382,-28.3125
42.5844,-43.4151,36.7095,-33.4687
8.4725,3.8063,43.2380,25.6785
33.9636,-42.1422,37.0897,-32.9665
42.4259,-38.2793,32.8114,-24.1154
0.0162,0.5699,47.8567,35.3960
