21.3093,-21.3093
64.1753,-64.1753
-38.9390,38.9390
-30.3592,30.3592
62.1835,-62.1835
86.8544,-86.8544
-75.4899,75.4899
-59.9781,59.9781
92.8485,-92.8485
40.3470,-40.3470
36.5548,-36.5548
74.3349,-74.3349
62.5547,-62.5547
-65.0785,65.0785
-37.4223,37.4223
98.7152,-98.7152
40.7344,-40.7344
-87.1910,87.1910
-34.5829,34.5829
-4.6247,4.6247
-91.0852,91.0852
-71.2712,71.2712
-18.2597,18.2597
53.9664,-53.9664
-16.8804,16.8804
-27.0641,27.0641
-78.5875,78.5875
72.0871,-72.0871
-73.2931,73.2931
31.7594,-31.7594
-16.9540,16.9540
-35.8997,35.8997
11.5423,-11.5423
55.9218,-55.9218
-16.7916,16.7916
58.3473,-58.3473
-97.5922,97.5922
49.5419,-49.5419
97.2625,-97.2625
-23.3045,23.3045
29.5374,-29.5374
-42.7747,42.7747
-13.6935,13.6935
-78.5780,78.5780
76.3154,-76.3154
-69.2798,69.2798
-26.7113,26.7113
25.9808,-25.9808
52.9346,-52.9346
-4.9832,4.9832
5.7844,-5.7844
1.5232,-1.5232
-18.6979,18.6979
7.2131,-7.2131
-4.5035,4.5035
-25.9134,25.9134
-25.8932,25.8932
88.5892,-88.5892
22.6484,-22.6484
-53.7823,53.7823
-71.6314,71.6314
-15.8899,15.8899
-52.2391,52.2391
-64.1167,64.1167
50.2702,-50.2702
79.3709,-79.3709
-79.9042,79.9042
28.6566,-28.6566
-64.3383,64.3383
84.7614,-84.7614
10.2517,-10.2517
-24.0327,24.0327
-74.3564,74.3564
35.4135,-35.4135
60.5028,-60.5028
53.2393,-53.2393
-86.6722,86.6722
95.5876,-95.5876
3.1600,-3.1600
-3.1041,3.1041
-62.3519,62.3519
-24.3096,24.3096
-85.1327,85.1327
37.2334,-37.2334
-79.3835,79.3835
-9.1707,9.1707
-29.6497,29.6497
90.1596,-90.1596
2.1471,-2.1471
-87.3408,87.3408
14.0405,-14.0405
-62.4734,62.4734
40.1860,-40.1860
94.3245,-94.3245
99.6258,-99.6258
-91.4756,91.4756
-33.0187,33.0187
-68.1639,68.1639
53.8130,-53.8130
-54.4884,54.4884
42.5603,-42.5603
-84.8478,84.8478
-18.1751,18.1751
-72.4541,72.4541
25.5833,-25.5833
-81.2888,81.2888
-30.7149,30.7149
-74.6825,74.6825
47.6517,-47.6517
-80.4259,80.4259
99.3065,-99.3065
-84.2770,84.2770
18.7265,-18.7265
45.5555,-45.5555
74.5650,-74.5650
97.3723,-97.3723
-81.2329,81.2329
-70.3261,70.3261
-11.1700,11.1700
-86.9613,86.9613
42.1934,-42.1934
-8.0209,8.0209
10.6221,-10.6221
19.2855,-19.2855
-50.8220,50.8220
87.7063,-87.7063
57.3587,-57.3587
-51.7987,51.7987
26.0292,-26.0292
-78.5034,78.5034
93.2834,-93.2834
-81.9304,81.9304
-60.7642,60.7642
-21.0011,21.0011
66.0202,-66.0202
47.5458,-47.5458
-61.3284,61.3284
22.2664,-22.2664
-95.4818,95.4818
75.4048,-75.4048
4.2454,-4.2454
25.8564,-25.8564
85.4388,-85.4388
86.4377,-86.4377
16.1840,-16.1840
64.2624,-64.2624
-21.1418,21.1418
28.0683,-28.0683
-21.5703,21.5703
83.2710,-83.2710
58.8731,-58.8731
96.3222,-96.3222
85.8270,-85.8270
37.6216,-37.6216
56.2285,-56.2285
-16.0920,16.0920
81.6608,-81.6608
-34.5685,34.5685
-31.1357,31.1357
-95.5823,95.5823
-39.9536,39.9536
-46.2476,46.2476
-93.7722,93.7722
-15.0365,15.0365
31.6574,-31.6574
-25.8142,25.8142
26.7716,-26.7716
