35.7166,48.2722
37.0778,53.7251
33.1521,55.9812
26.2462,55.1595
40.5222,44.7932
36.8156,50.4015
33.4215,45.8598
37.4506,50.1084
41.2604,49.8084
39.3600,58.1712
41.0950,52.5475
35.6116,58.5913
27.6311,50.6865
38.6299,46.5855
33.1810,46.7316
32.4387,46.3173
34.8769,52.1409
30.6632,55.1594
22.7424,49.7645
38.7607,52.0644
27.3502,49.1743
45.3744,54.9337
39.7824,41.3067
32.5007,43.9666
40.1084,47.4925
32.4450,55.1020
21.3959,46.8807
35.3315,48.4168
35.7526,49.8895
37.9165,57.6476
33.6898,46.4920
24.8475,48.8192
42.8442,49.7402
27.3338,48.9021
24.2656,44.2323
37.9755,52.8227
29.9104,48.4215
33.7729,59.1291
34.7418,49.8673
36.1477,49.0370
36.1000,47.4537
47.2424,50.8634
31.2578,51.9490
37.3201,49.1739
34.2585,42.6669
36.6544,48.4813
27.0847,47.7160
32.0275,53.9930
32.6156,47.2572
34.9684,38.3641
46.1829,45.9787
29.5797,38.9677
42.3113,47.9246
32.5611,53.5604
28.4540,31.1128
36.1633,48.0070
26.0410,46.4933
37.9508,48.8474
38.4764,58.2272
26.2334,50.3921
20.4788,43.8997
29.4968,50.6938
30.9501,50.7228
32.3806,41.3863
43.1141,54.3957
30.0578,43.2084
32.5483,52.2425
19.8214,40.9703
30.6335,43.1071
37.2613,45.1986
30.0125,37.6655
32.3906,56.1630
19.8119,41.5941
28.0602,48.2504
34.5133,54.7771
33.2108,50.1961
38.7206,42.4955
31.3647,40.4435
42.4146,44.9514
28.7045,44.7279
29.7349,54.7223
36.0146,53.0763
34.3824,50.9039
35.7225,49.9141
28.9125,45.5192
29.9510,49.1059
38.3204,46.4267
37.9882,54.5481
34.8749,50.1944
38.1696,52.9505
27.7879,52.2081
36.0044,52.1663
29.2080,46.4615
38.1333,44.8735
39.2142,53.8466
35.7280,41.8843
32.1888,48.3929
34.2668,45.2719
23.6682,46.9973
34.9937,55.3766
32.4214,47.4990
38.4069,43.0331
32.3113,53.7253
26.9765,56.9787
32.0685,52.7057
33.5743,42.5496
29.7410,52.4556
40.3550,47.2708
31.5762,47.4433
26.6360,48.3190
27.5534,44.6888
33.9017,48.2907
41.1319,48.5070
38.9293,54.0364
33.5960,37.1917
35.9020,54.9135
31.4126,41.2050
24.5477,53.0852
34.3774,54.1072
32.7158,46.8833
30.0728,50.2857
29.0519,38.7078
27.0005,50.2533
32.5499,55.6730
37.6836,49.5003
40.0596,39.7618
31.7112,50.1202
31.3732,42.1648
39.3830,57.9157
23.0644,47.8433
31.9116,52.1239
36.9472,46.9758
36.5723,58.7640
34.9499,48.9051
31.1565,55.6026
39.2636,57.5071
31.8534,50.0682
27.7277,51.8360
42.2385,51.1751
25.8460,53.7278
28.0215,57.4691
31.3918,46.3601
32.7762,36.2529
28.7210,52.5138
31.5379,48.4027
30.5537,48.9251
28.1104,53.8362
28.4593,56.7537
43.0444,48.5904
36.2008,48.7546
31.0973,48.8219
34.7330,52.4680
36.5935,51.8473
31.0284,48.9654
23.7329,44.6952
30.8341,45.5415
25.8099,53.1698
35.9225,46.4499
33.6758,56.5657
25.4408,49.6042
32.5498,52.2631
24.0530,42.5423
39.2984,46.8849
34.8970,51.0054
30.2347,54.2958
34.2565,45.5852
32.4764,51.7114
27.5889,44.0247
37.5510,54.7607
32.5985,46.3078
29.2495,52.1159
